Date,Qty,DRUG
2018-08-29 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-08-29 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-08-29 00:00:00,25,Ampicloxa 500mg caps ord(10x10)
2018-08-29 00:00:00,6,Ceftriaxone Inj ord…
2018-08-29 00:00:00,22,Ciprofloxacin ord 10x10
2018-08-29 00:00:00,15,Cotrimoxazole 480mg ord…
2018-08-29 00:00:00,2,Dexa tabs 0.5mg 10x10
2018-08-29 00:00:00,38,Diclofenac 50mg tabs ord. 10x10
2018-08-30 00:00:00,4,Action tabs (1x50) (pairs)
2018-08-30 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-08-30 00:00:00,12,Amlodac 10mg (3x10) (tabs)
2018-08-30 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-08-30 00:00:00,122,Ampicloxa 500mg caps ord(10x10)
2018-08-30 00:00:00,13,Ceftriaxone Inj ord…
2018-08-30 00:00:00,52,Ciprofloxacin ord 10x10
2018-08-30 00:00:00,5,Cotrimoxazole 480mg ord…
2018-08-30 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-08-30 00:00:00,50,Diclofenac 50mg tabs ord. 10x10
2018-08-31 00:00:00,4,Action tabs (1x50) (pairs)
2018-08-31 00:00:00,155,Amoxycilin caps ord… (10x10)
2018-08-31 00:00:00,43,Ampicloxa 500mg caps ord(10x10)
2018-08-31 00:00:00,13,Ceftriaxone Inj ord…
2018-08-31 00:00:00,15,Ciprofloxacin ord 10x10
2018-08-31 00:00:00,25,Cotrimoxazole 480mg ord…
2018-08-31 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-09-01 00:00:00,6,Action tabs (1x50) (pairs)
2018-09-01 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-09-01 00:00:00,29,Amoxycilin caps ord… (10x10)
2018-09-01 00:00:00,33,Ampicloxa 500mg caps ord(10x10)
2018-09-01 00:00:00,24,Ceftriaxone Inj ord…
2018-09-01 00:00:00,33,Ciprofloxacin ord 10x10
2018-09-01 00:00:00,30,Cotrimoxazole 480mg ord…
2018-09-01 00:00:00,70,Dexa tabs 0.5mg 10x10
2018-09-01 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-09-02 00:00:00,4,Action tabs (1x50) (pairs)
2018-09-02 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-02 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-09-02 00:00:00,59,Amoxycilin caps ord… (10x10)
2018-09-02 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-09-02 00:00:00,9,Ceftriaxone Inj ord…
2018-09-02 00:00:00,30,Ciprofloxacin ord 10x10
2018-09-02 00:00:00,10,Cotrimoxazole 480mg ord…
2018-09-02 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-09-02 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-09-03 00:00:00,2,Action tabs (1x50) (pairs)
2018-09-03 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-09-03 00:00:00,19,Amlodac 10mg (3x10) (tabs)
2018-09-03 00:00:00,33,Amoxycilin caps ord… (10x10)
2018-09-03 00:00:00,71,Ampicloxa 500mg caps ord(10x10)
2018-09-03 00:00:00,7,Ceftriaxone Inj ord…
2018-09-03 00:00:00,10,Ciprofloxacin ord 10x10
2018-09-03 00:00:00,20,Cotrimoxazole 480mg ord…
2018-09-03 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-09-03 00:00:00,4,Diclofenac 50mg tabs ord. 10x10
2018-09-04 00:00:00,2,Action tabs (1x50) (pairs)
2018-09-04 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-09-04 00:00:00,40,Amlodac 10mg (3x10) (tabs)
2018-09-04 00:00:00,104,Amoxycilin caps ord… (10x10)
2018-09-04 00:00:00,60,Ampicloxa 500mg caps ord(10x10)
2018-09-04 00:00:00,19,Ceftriaxone Inj ord…
2018-09-04 00:00:00,30,Ciprofloxacin ord 10x10
2018-09-04 00:00:00,20,Cotrimoxazole 480mg ord…
2018-09-04 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-09-05 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-09-05 00:00:00,6,Amlodac 10mg (3x10) (tabs)
2018-09-05 00:00:00,10,Amoxycilin caps ord… (10x10)
2018-09-05 00:00:00,22,Ampicloxa 500mg caps ord(10x10)
2018-09-05 00:00:00,4,Ceftriaxone Inj ord…
2018-09-05 00:00:00,10,Ciprofloxacin ord 10x10
2018-09-05 00:00:00,5,Cotrimoxazole 480mg ord…
2018-09-05 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-09-05 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-09-06 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-06 00:00:00,30,Amlodac 10mg (3x10) (tabs)
2018-09-06 00:00:00,80,Ampicloxa 500mg caps ord(10x10)
2018-09-06 00:00:00,14,Ceftriaxone Inj ord…
2018-09-06 00:00:00,12,Cotrimoxazole 480mg ord…
2018-09-06 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-09-06 00:00:00,24,Diclofenac 50mg tabs ord. 10x10
2018-09-07 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-07 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-09-07 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-09-07 00:00:00,80,Ampicloxa 500mg caps ord(10x10)
2018-09-07 00:00:00,4,Ceftriaxone Inj ord…
2018-09-07 00:00:00,11,Ciprofloxacin ord 10x10
2018-09-07 00:00:00,40,Cotrimoxazole 480mg ord…
2018-09-07 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-09-07 00:00:00,14,Diclofenac 50mg tabs ord. 10x10
2018-09-08 00:00:00,2,Action tabs (1x50) (pairs)
2018-09-08 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-09-08 00:00:00,75,Amoxycilin caps ord… (10x10)
2018-09-08 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-09-08 00:00:00,12,Ceftriaxone Inj ord…
2018-09-08 00:00:00,27,Ciprofloxacin ord 10x10
2018-09-08 00:00:00,5,Cotrimoxazole 480mg ord…
2018-09-08 00:00:00,24,Dexa tabs 0.5mg 10x10
2018-09-08 00:00:00,48,Diclofenac 50mg tabs ord. 10x10
2018-09-09 00:00:00,4,Action tabs (1x50) (pairs)
2018-09-09 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-09 00:00:00,12,Amlodac 10mg (3x10) (tabs)
2018-09-09 00:00:00,35,Amoxycilin caps ord… (10x10)
2018-09-09 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-09-09 00:00:00,9,Ceftriaxone Inj ord…
2018-09-09 00:00:00,15,Ciprofloxacin ord 10x10
2018-09-09 00:00:00,10,Cotrimoxazole 480mg ord…
2018-09-09 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-09-09 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-09-10 00:00:00,3,Amlodac 10mg (3x10) (tabs)
2018-09-10 00:00:00,80,Amoxycilin caps ord… (10x10)
2018-09-10 00:00:00,59,Ampicloxa 500mg caps ord(10x10)
2018-09-10 00:00:00,8,Ceftriaxone Inj ord…
2018-09-10 00:00:00,24,Ciprofloxacin ord 10x10
2018-09-10 00:00:00,30,Cotrimoxazole 480mg ord…
2018-09-10 00:00:00,36,Dexa tabs 0.5mg 10x10
2018-09-10 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-09-11 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-11 00:00:00,4,Albendazole 400mg ord.. (doses)
2018-09-11 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-09-11 00:00:00,72,Amoxycilin caps ord… (10x10)
2018-09-11 00:00:00,24,Ampicloxa 500mg caps ord(10x10)
2018-09-11 00:00:00,16,Ceftriaxone Inj ord…
2018-09-11 00:00:00,20,Ciprofloxacin ord 10x10
2018-09-11 00:00:00,125,Cotrimoxazole 480mg ord…
2018-09-11 00:00:00,36,Dexa tabs 0.5mg 10x10
2018-09-11 00:00:00,244,Diclofenac 50mg tabs ord. 10x10
2018-09-12 00:00:00,2,Action tabs (1x50) (pairs)
2018-09-12 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-09-12 00:00:00,15,Amoxycilin caps ord… (10x10)
2018-09-12 00:00:00,25,Ampicloxa 500mg caps ord(10x10)
2018-09-12 00:00:00,1,Ceftriaxone Inj ord…
2018-09-12 00:00:00,70,Ciprofloxacin ord 10x10
2018-09-12 00:00:00,15,Cotrimoxazole 480mg ord…
2018-09-12 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-09-12 00:00:00,130,Diclofenac 50mg tabs ord. 10x10
2018-09-13 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-13 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-09-13 00:00:00,80,Amoxycilin caps ord… (10x10)
2018-09-13 00:00:00,37,Ampicloxa 500mg caps ord(10x10)
2018-09-13 00:00:00,21,Ceftriaxone Inj ord…
2018-09-13 00:00:00,10,Ciprofloxacin ord 10x10
2018-09-13 00:00:00,15,Cotrimoxazole 480mg ord…
2018-09-13 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-09-13 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-09-14 00:00:00,2,Action tabs (1x50) (pairs)
2018-09-14 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-09-14 00:00:00,9,Amlodac 10mg (3x10) (tabs)
2018-09-14 00:00:00,105,Amoxycilin caps ord… (10x10)
2018-09-14 00:00:00,29,Ampicloxa 500mg caps ord(10x10)
2018-09-14 00:00:00,22,Ceftriaxone Inj ord…
2018-09-14 00:00:00,37,Ciprofloxacin ord 10x10
2018-09-14 00:00:00,15,Cotrimoxazole 480mg ord…
2018-09-14 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-09-14 00:00:00,2,Diclofenac 50mg tabs ord. 10x10
2018-09-15 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-09-15 00:00:00,65,Ampicloxa 500mg caps ord(10x10)
2018-09-15 00:00:00,16,Ceftriaxone Inj ord…
2018-09-15 00:00:00,30,Ciprofloxacin ord 10x10
2018-09-15 00:00:00,10,Cotrimoxazole 480mg ord…
2018-09-15 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-09-15 00:00:00,14,Diclofenac 50mg tabs ord. 10x10
2018-09-16 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-16 00:00:00,4,Albendazole 400mg ord.. (doses)
2018-09-16 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-09-16 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-09-16 00:00:00,80,Ampicloxa 500mg caps ord(10x10)
2018-09-16 00:00:00,6,Ceftriaxone Inj ord…
2018-09-16 00:00:00,16,Ciprofloxacin ord 10x10
2018-09-16 00:00:00,20,Cotrimoxazole 480mg ord…
2018-09-16 00:00:00,70,Dexa tabs 0.5mg 10x10
2018-09-16 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-09-17 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-17 00:00:00,3,Amlodac 10mg (3x10) (tabs)
2018-09-17 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-09-17 00:00:00,5,Ampicloxa 500mg caps ord(10x10)
2018-09-17 00:00:00,16,Ceftriaxone Inj ord…
2018-09-17 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-09-17 00:00:00,2,Diclofenac 50mg tabs ord. 10x10
2018-09-18 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-09-18 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-09-18 00:00:00,70,Amoxycilin caps ord… (10x10)
2018-09-18 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2018-09-18 00:00:00,1,Ceftriaxone Inj ord…
2018-09-18 00:00:00,20,Ciprofloxacin ord 10x10
2018-09-18 00:00:00,100,Cotrimoxazole 480mg ord…
2018-09-18 00:00:00,100,Dexa tabs 0.5mg 10x10
2018-09-18 00:00:00,22,Diclofenac 50mg tabs ord. 10x10
2018-09-19 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-19 00:00:00,5,Amlodac 10mg (3x10) (tabs)
2018-09-19 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2018-09-19 00:00:00,10,Ceftriaxone Inj ord…
2018-09-19 00:00:00,20,Ciprofloxacin ord 10x10
2018-09-19 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-09-20 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-20 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-20 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-09-20 00:00:00,20,Amoxycilin caps ord… (10x10)
2018-09-20 00:00:00,55,Ampicloxa 500mg caps ord(10x10)
2018-09-20 00:00:00,3,Ceftriaxone Inj ord…
2018-09-20 00:00:00,10,Ciprofloxacin ord 10x10
2018-09-20 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-09-21 00:00:00,45,Amoxycilin caps ord… (10x10)
2018-09-21 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-09-21 00:00:00,55,Cotrimoxazole 480mg ord…
2018-09-21 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-09-21 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-09-22 00:00:00,2,Action tabs (1x50) (pairs)
2018-09-22 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-22 00:00:00,45,Amoxycilin caps ord… (10x10)
2018-09-22 00:00:00,52,Ampicloxa 500mg caps ord(10x10)
2018-09-22 00:00:00,2,Ceftriaxone Inj ord…
2018-09-22 00:00:00,10,Ciprofloxacin ord 10x10
2018-09-22 00:00:00,20,Cotrimoxazole 480mg ord…
2018-09-22 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-09-22 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-09-23 00:00:00,1,Action tabs (1x50) (pairs)
2018-09-23 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-09-23 00:00:00,11,Amlodac 10mg (3x10) (tabs)
2018-09-23 00:00:00,44,Amoxycilin caps ord… (10x10)
2018-09-23 00:00:00,65,Ampicloxa 500mg caps ord(10x10)
2018-09-23 00:00:00,6,Ceftriaxone Inj ord…
2018-09-23 00:00:00,2,Ciprofloxacin ord 10x10
2018-09-23 00:00:00,45,Cotrimoxazole 480mg ord…
2018-09-23 00:00:00,94,Dexa tabs 0.5mg 10x10
2018-09-23 00:00:00,44,Diclofenac 50mg tabs ord. 10x10
2018-09-24 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-09-24 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-09-24 00:00:00,5,Amoxycilin caps ord… (10x10)
2018-09-24 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-09-24 00:00:00,4,Ceftriaxone Inj ord…
2018-09-24 00:00:00,10,Cotrimoxazole 480mg ord…
2018-09-24 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-09-25 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-09-25 00:00:00,15,Amlodac 10mg (3x10) (tabs)
2018-09-25 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-09-25 00:00:00,5,Ampicloxa 500mg caps ord(10x10)
2018-09-25 00:00:00,7,Ceftriaxone Inj ord…
2018-09-25 00:00:00,18,Cotrimoxazole 480mg ord…
2018-09-25 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-09-25 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-09-26 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-09-26 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2018-09-26 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-09-26 00:00:00,100,Ampicloxa 500mg caps ord(10x10)
2018-09-26 00:00:00,4,Ceftriaxone Inj ord…
2018-09-26 00:00:00,25,Ciprofloxacin ord 10x10
2018-09-26 00:00:00,58,Cotrimoxazole 480mg ord…
2018-09-26 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-09-27 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-09-27 00:00:00,75,Ampicloxa 500mg caps ord(10x10)
2018-09-27 00:00:00,9,Ceftriaxone Inj ord…
2018-09-27 00:00:00,1,Ciprofloxacin ord 10x10
2018-09-27 00:00:00,10,Cotrimoxazole 480mg ord…
2018-09-27 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-09-27 00:00:00,34,Diclofenac 50mg tabs ord. 10x10
2018-09-28 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-09-28 00:00:00,40,Amlodac 10mg (3x10) (tabs)
2018-09-28 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-09-28 00:00:00,25,Ampicloxa 500mg caps ord(10x10)
2018-09-28 00:00:00,14,Ceftriaxone Inj ord…
2018-09-28 00:00:00,12,Ciprofloxacin ord 10x10
2018-09-28 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-09-28 00:00:00,120,Diclofenac 50mg tabs ord. 10x10
2018-09-29 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-29 00:00:00,4,Amlodac 10mg (3x10) (tabs)
2018-09-29 00:00:00,80,Amoxycilin caps ord… (10x10)
2018-09-29 00:00:00,12,Ceftriaxone Inj ord…
2018-09-29 00:00:00,40,Ciprofloxacin ord 10x10
2018-09-29 00:00:00,20,Cotrimoxazole 480mg ord…
2018-09-29 00:00:00,90,Diclofenac 50mg tabs ord. 10x10
2018-09-30 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-09-30 00:00:00,3,Amlodac 10mg (3x10) (tabs)
2018-09-30 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-09-30 00:00:00,130,Ampicloxa 500mg caps ord(10x10)
2018-09-30 00:00:00,9,Ceftriaxone Inj ord…
2018-09-30 00:00:00,10,Ciprofloxacin ord 10x10
2018-09-30 00:00:00,40,Cotrimoxazole 480mg ord…
2018-09-30 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-09-30 00:00:00,44,Diclofenac 50mg tabs ord. 10x10
2018-10-01 00:00:00,1,Action tabs (1x50) (pairs)
2018-10-01 00:00:00,40,Amoxycilin caps ord… (10x10)
2018-10-01 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-10-01 00:00:00,5,Ceftriaxone Inj ord…
2018-10-01 00:00:00,10,Cotrimoxazole 480mg ord…
2018-10-01 00:00:00,58,Dexa tabs 0.5mg 10x10
2018-10-01 00:00:00,14,Diclofenac 50mg tabs ord. 10x10
2018-10-02 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-10-02 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2018-10-02 00:00:00,3,Ceftriaxone Inj ord…
2018-10-02 00:00:00,50,Ciprofloxacin ord 10x10
2018-10-02 00:00:00,31,Cotrimoxazole 480mg ord…
2018-10-02 00:00:00,72,Dexa tabs 0.5mg 10x10
2018-10-03 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-10-03 00:00:00,20,Amoxycilin caps ord… (10x10)
2018-10-03 00:00:00,62,Ampicloxa 500mg caps ord(10x10)
2018-10-03 00:00:00,3,Ceftriaxone Inj ord…
2018-10-03 00:00:00,45,Ciprofloxacin ord 10x10
2018-10-03 00:00:00,7,Cotrimoxazole 480mg ord…
2018-10-03 00:00:00,88,Dexa tabs 0.5mg 10x10
2018-10-03 00:00:00,26,Diclofenac 50mg tabs ord. 10x10
2018-10-04 00:00:00,7,Action tabs (1x50) (pairs)
2018-10-04 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-10-04 00:00:00,30,Amlodac 10mg (3x10) (tabs)
2018-10-04 00:00:00,110,Amoxycilin caps ord… (10x10)
2018-10-04 00:00:00,10,Ampicloxa 500mg caps ord(10x10)
2018-10-04 00:00:00,10,Ceftriaxone Inj ord…
2018-10-04 00:00:00,35,Cotrimoxazole 480mg ord…
2018-10-04 00:00:00,88,Dexa tabs 0.5mg 10x10
2018-10-04 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-10-05 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-10-05 00:00:00,4,Amlodac 10mg (3x10) (tabs)
2018-10-05 00:00:00,65,Amoxycilin caps ord… (10x10)
2018-10-05 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-10-05 00:00:00,5,Ceftriaxone Inj ord…
2018-10-05 00:00:00,9,Ciprofloxacin ord 10x10
2018-10-05 00:00:00,7,Cotrimoxazole 480mg ord…
2018-10-05 00:00:00,78,Dexa tabs 0.5mg 10x10
2018-10-05 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-10-06 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-10-06 00:00:00,6,Amlodac 10mg (3x10) (tabs)
2018-10-06 00:00:00,10,Amoxycilin caps ord… (10x10)
2018-10-06 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-10-06 00:00:00,9,Ceftriaxone Inj ord…
2018-10-06 00:00:00,33,Ciprofloxacin ord 10x10
2018-10-06 00:00:00,15,Cotrimoxazole 480mg ord…
2018-10-06 00:00:00,46,Dexa tabs 0.5mg 10x10
2018-10-06 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-10-07 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-10-07 00:00:00,57,Amoxycilin caps ord… (10x10)
2018-10-07 00:00:00,65,Ampicloxa 500mg caps ord(10x10)
2018-10-07 00:00:00,9,Ceftriaxone Inj ord…
2018-10-07 00:00:00,25,Ciprofloxacin ord 10x10
2018-10-07 00:00:00,114,Dexa tabs 0.5mg 10x10
2018-10-07 00:00:00,48,Diclofenac 50mg tabs ord. 10x10
2018-10-08 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-10-08 00:00:00,245,Amoxycilin caps ord… (10x10)
2018-10-08 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2018-10-08 00:00:00,15,Ceftriaxone Inj ord…
2018-10-08 00:00:00,40,Ciprofloxacin ord 10x10
2018-10-08 00:00:00,125,Cotrimoxazole 480mg ord…
2018-10-08 00:00:00,70,Dexa tabs 0.5mg 10x10
2018-10-08 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2018-10-09 00:00:00,2,Action tabs (1x50) (pairs)
2018-10-09 00:00:00,14,Amlodac 10mg (3x10) (tabs)
2018-10-09 00:00:00,60,Amoxycilin caps ord… (10x10)
2018-10-09 00:00:00,79,Ampicloxa 500mg caps ord(10x10)
2018-10-09 00:00:00,19,Ceftriaxone Inj ord…
2018-10-09 00:00:00,40,Ciprofloxacin ord 10x10
2018-10-09 00:00:00,10,Cotrimoxazole 480mg ord…
2018-10-09 00:00:00,10,Dexa tabs 0.5mg 10x10
2018-10-09 00:00:00,14,Diclofenac 50mg tabs ord. 10x10
2018-10-10 00:00:00,2,Action tabs (1x50) (pairs)
2018-10-10 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-10-10 00:00:00,4,Amlodac 10mg (3x10) (tabs)
2018-10-10 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-10-10 00:00:00,75,Ampicloxa 500mg caps ord(10x10)
2018-10-10 00:00:00,10,Ceftriaxone Inj ord…
2018-10-10 00:00:00,15,Cotrimoxazole 480mg ord…
2018-10-10 00:00:00,34,Dexa tabs 0.5mg 10x10
2018-10-10 00:00:00,24,Diclofenac 50mg tabs ord. 10x10
2018-10-11 00:00:00,4,Action tabs (1x50) (pairs)
2018-10-11 00:00:00,2,Albendazole 400mg ord.. (doses)
2018-10-11 00:00:00,43,Amlodac 10mg (3x10) (tabs)
2018-10-11 00:00:00,45,Amoxycilin caps ord… (10x10)
2018-10-11 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2018-10-11 00:00:00,10,Ceftriaxone Inj ord…
2018-10-11 00:00:00,51,Ciprofloxacin ord 10x10
2018-10-11 00:00:00,25,Cotrimoxazole 480mg ord…
2018-10-11 00:00:00,30,Dexa tabs 0.5mg 10x10
2018-10-11 00:00:00,34,Diclofenac 50mg tabs ord. 10x10
2018-10-12 00:00:00,50,Amoxycilin caps ord… (10x10)
2018-10-12 00:00:00,65,Ampicloxa 500mg caps ord(10x10)
2018-10-12 00:00:00,4,Ceftriaxone Inj ord…
2018-10-12 00:00:00,13,Ciprofloxacin ord 10x10
2018-10-12 00:00:00,5,Cotrimoxazole 480mg ord…
2018-10-12 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2018-10-13 00:00:00,1,Action tabs (1x50) (pairs)
2018-10-13 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-10-13 00:00:00,4,Amlodac 10mg (3x10) (tabs)
2018-10-13 00:00:00,11,Amoxycilin caps ord… (10x10)
2018-10-13 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2018-10-13 00:00:00,2,Ceftriaxone Inj ord…
2018-10-13 00:00:00,36,Ciprofloxacin ord 10x10
2018-10-13 00:00:00,2,Cotrimoxazole 480mg ord…
2018-10-13 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-10-13 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2018-10-14 00:00:00,3,Albendazole 400mg ord.. (doses)
2018-10-14 00:00:00,30,Amoxycilin caps ord… (10x10)
2018-10-14 00:00:00,15,Ampicloxa 500mg caps ord(10x10)
2018-10-14 00:00:00,3,Ceftriaxone Inj ord…
2018-10-14 00:00:00,50,Ciprofloxacin ord 10x10
2018-10-14 00:00:00,14,Cotrimoxazole 480mg ord…
2018-10-14 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-10-14 00:00:00,24,Diclofenac 50mg tabs ord. 10x10
2018-10-15 00:00:00,4,Albendazole 400mg ord.. (doses)
2018-10-15 00:00:00,10,Amlodac 10mg (3x10) (tabs)
2018-10-15 00:00:00,110,Amoxycilin caps ord… (10x10)
2018-10-15 00:00:00,15,Ampicloxa 500mg caps ord(10x10)
2018-10-15 00:00:00,9,Ceftriaxone Inj ord…
2018-10-15 00:00:00,15,Ciprofloxacin ord 10x10
2018-10-15 00:00:00,50,Dexa tabs 0.5mg 10x10
2018-10-16 00:00:00,1,Albendazole 400mg ord.. (doses)
2018-10-16 00:00:00,175,Amoxycilin caps ord… (10x10)
2018-10-16 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2018-10-16 00:00:00,22,Ceftriaxone Inj ord…
2018-10-16 00:00:00,40,Ciprofloxacin ord 10x10
2018-10-16 00:00:00,35,Cotrimoxazole 480mg ord…
2018-10-16 00:00:00,20,Dexa tabs 0.5mg 10x10
2018-10-17 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2018-10-17 00:00:00,75,Amoxycilin caps ord… (10x10)
2018-10-17 00:00:00,130,Ampicloxa 500mg caps ord(10x10)
2018-10-17 00:00:00,15,Ceftriaxone Inj ord…
2018-10-17 00:00:00,27,Ciprofloxacin ord 10x10
2018-10-17 00:00:00,20,Cotrimoxazole 480mg ord…
2018-10-17 00:00:00,40,Dexa tabs 0.5mg 10x10
2018-10-17 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2018-10-18 00:00:00,9,Action tabs (1x50) (pairs)
2018-10-18 00:00:00,90,Amoxycilin caps ord… (10x10)
2018-10-18 00:00:00,45,Ampicloxa 500mg caps ord(10x10)
2018-10-18 00:00:00,22,Ceftriaxone Inj ord…
2018-10-18 00:00:00,15,Ciprofloxacin ord 10x10
2018-10-18 00:00:00,20,Cotrimoxazole 480mg ord…
2018-10-18 00:00:00,60,Dexa tabs 0.5mg 10x10
2018-10-18 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
